hsa-miR-122-5p,SLC7A1
hsa-miR-122-5p,ADAM17
hsa-miR-122-5p,NUMBL
hsa-miR-122-5p,FOXJ3
hsa-miR-122-5p,XPO6
hsa-miR-122-5p,G6PC3
hsa-miR-122-5p,DSTYK
hsa-miR-122-5p,TPD52L2
hsa-miR-122-5p,MAPK11
hsa-miR-122-5p,FAM117B
hsa-miR-122-5p,ATP1A2
hsa-miR-122-5p,DUSP2
hsa-miR-122-5p,AACS
hsa-miR-122-5p,TBX19
hsa-miR-122-5p,EGLN3
hsa-miR-122-5p,NCAM1
hsa-miR-122-5p,MECP2
hsa-miR-122-5p,RAB6B
hsa-miR-143-3p,FNDC3B
hsa-miR-29a-3p,S100B
hsa-miR-29b-3p,S100B
hsa-let-7i-5p,TLR4
hsa-miR-203a-3p,ABL1
hsa-miR-29a-3p,DNMT3A
hsa-miR-29b-3p,DNMT3A
hsa-miR-29c-3p,DNMT3A
hsa-miR-29a-3p,DNMT3B
hsa-miR-29b-3p,DNMT3B
hsa-miR-29c-3p,DNMT3B
hsa-miR-17-5p,RUNX1
hsa-miR-20a-5p,RUNX1
hsa-miR-106a-5p,RUNX1
hsa-miR-17-5p,MEF2D
hsa-miR-17-5p,MAP3K12
hsa-miR-20a-5p,MEF2D
hsa-miR-20a-5p,MAP3K12
hsa-miR-155-5p,TP53INP1
hsa-miR-122-5p,CCNG1
hsa-miR-126-3p,CRK
hsa-miR-429,RERE
hsa-miR-200b-3p,RERE
hsa-let-7c-5p,MYC
hsa-let-7a-5p,TRIM71
hsa-let-7c-5p,TRIM71
hsa-let-7a-5p,FOXA1
hsa-let-7a-5p,VDR
hsa-miR-378a-5p,SUFU
hsa-miR-21-5p,NFIB
hsa-miR-16-5p,CCNE1
hsa-miR-34b-5p,CREB1
hsa-miR-1-3p,PGM2
hsa-miR-1-3p,NETO2
hsa-miR-1-3p,SRXN1
hsa-miR-16-5p,HMGA1
hsa-miR-1-3p,ADAR
hsa-miR-200b-3p,ETS1
hsa-miR-488-5p,AR
hsa-miR-107,MYB
hsa-miR-15a-5p,MYB
hsa-miR-141-3p,ZEB2
hsa-miR-23a-3p,HES1
hsa-miR-199b-5p,LAMC2
hsa-miR-199a-5p,EZH2
hsa-miR-147a,VEGFA
hsa-miR-134-5p,VEGFA
hsa-miR-140-5p,VEGFA
hsa-miR-29b-3p,VEGFA
hsa-miR-107,VEGFA
hsa-miR-24-3p,ACVR1B
hsa-miR-451a,MIF
hsa-miR-21-5p,BMPR2
hsa-miR-138-5p,SLC45A3
hsa-miR-449a,HDAC1
hsa-miR-210-3p,FGFRL1
hsa-miR-29a-3p,CD276
hsa-miR-103a-3p,GPD1
hsa-miR-16-5p,CCNT2
hsa-miR-16-5p,VEGFA
hsa-miR-15a-5p,TMEM184B
hsa-miR-10a-5p,USF2
hsa-miR-212-3p,MECP2
hsa-miR-9-5p,REST
hsa-miR-9-3p,RCOR1
hsa-miR-208a-3p,MED13
hsa-miR-15b-5p,CCNE1
hsa-miR-210-3p,RAD52
hsa-miR-373-3p,RAD52
hsa-miR-373-3p,RAD23B
hsa-miR-200c-3p,TUBB3
hsa-miR-424-5p,NFIA
hsa-miR-7-5p,EGFR
hsa-let-7b-5p,RPIA
hsa-miR-101-3p,EZH2
hsa-miR-126-3p,SLC45A3
hsa-miR-26a-5p,CCND2
hsa-miR-210-3p,EFNA3
hsa-miR-22-3p,BMP7
hsa-miR-182-5p,ADCY6
hsa-miR-96-5p,ADCY6
hsa-miR-133a-3p,CASP9
hsa-miR-1-3p,GJA1
hsa-miR-21-5p,TPM1
hsa-miR-199a-3p,MET
hsa-miR-155-5p,RHOA
hsa-miR-21-5p,RASA1
hsa-miR-221-3p,CDKN1C
hsa-miR-222-3p,CDKN1C
hsa-miR-30a-5p,BDNF
hsa-miR-135a-5p,APC
hsa-miR-135b-5p,APC
hsa-miR-9-5p,PRDM1
hsa-let-7a-5p,PRDM1
hsa-miR-106a-5p,APP
hsa-miR-520c-3p,APP
hsa-miR-210-3p,NPTX1
hsa-miR-29c-3p,COL4A1
hsa-miR-29c-3p,COL4A2
hsa-miR-126-3p,HOXA9
hsa-miR-145-5p,HOXA9
hsa-miR-193a-3p,PTK2
hsa-miR-21-5p,RECK
hsa-miR-122-5p,IGF1R
hsa-let-7b-5p,LIN28A
hsa-miR-183-5p,ITGB1
hsa-miR-196a-5p,HOXC8
hsa-miR-29a-3p,GLUL
hsa-miR-376a-5p,SRSF11
hsa-miR-185-5p,RHOA
hsa-miR-185-5p,CDC42
hsa-miR-222-3p,SOD2
hsa-miR-222-3p,MMP1
hsa-miR-34a-5p,YY1
hsa-miR-584-5p,ROCK1
hsa-miR-92b-3p,SLC15A1
hsa-miR-200c-3p,BMI1
hsa-miR-126-5p,SLC45A3
hsa-miR-93-5p,VEGFA
hsa-miR-155-5p,JADE1
hsa-miR-155-5p,LDOC1
hsa-miR-155-5p,TM6SF1
hsa-miR-224-5p,API5
hsa-miR-124-3p,RELA
hsa-miR-221-3p,BMF
hsa-miR-126-3p,VCAM1
hsa-miR-433-3p,FGF20
hsa-miR-29a-3p,PIK3R1
hsa-miR-93-5p,ITGB8
hsa-miR-34a-5p,MAGEA12
hsa-miR-34a-5p,MAGEA3
hsa-miR-34a-5p,MAGEA2
hsa-miR-20b-5p,CRIM1
hsa-miR-20b-5p,BAMBI
hsa-miR-626,SLC7A5
hsa-miR-802,MECP2
hsa-miR-155-5p,MECP2
hsa-miR-218-5p,SP1
hsa-miR-29b-3p,SP1
hsa-miR-203a-3p,TP63
hsa-miR-206,NOTCH3
hsa-miR-17-5p,VEGFA
hsa-miR-206,MET
hsa-miR-1-3p,MET
hsa-miR-150-5p,VEGFA
hsa-miR-195-5p,VEGFA
hsa-miR-214-3p,EZH2
hsa-miR-15b-5p,VEGFA
hsa-miR-15a-5p,VEGFA
hsa-miR-520g-3p,VEGFA
hsa-miR-378a-3p,VEGFA
hsa-miR-330-3p,VEGFA
hsa-miR-373-3p,LATS2
hsa-miR-34a-5p,AXIN2
hsa-miR-34a-5p,WNT1
hsa-let-7b-5p,CDC34
hsa-miR-15a-5p,CCNE1
hsa-miR-127-3p,PRDM1
hsa-miR-106a-5p,CDKN1A
hsa-miR-182-5p,RARG
hsa-miR-21-5p,MARCKS
hsa-miR-21-5p,LRRFIP1
hsa-miR-101-3p,FOS
hsa-miR-21-5p,TGFBI
hsa-miR-155-5p,APC
hsa-miR-17-5p,BCL2L11
hsa-miR-1-3p,HCN2
hsa-miR-133a-3p,HCN2
hsa-miR-133a-3p,CACNA1C
hsa-miR-9-5p,RAB34
hsa-miR-433-3p,GRB2
hsa-miR-92a-3p,TP63
hsa-miR-155-5p,SPI1
hsa-miR-125b-5p,VDR
hsa-miR-491-5p,BCL2L1
hsa-miR-155-5p,INPP5D
hsa-miR-155-5p,FGF7
hsa-miR-31-5p,FOXP3
hsa-miR-145-5p,MYC
hsa-miR-23b-3p,MET
hsa-miR-200a-3p,CTNNB1
hsa-miR-182-5p,FOXO3
hsa-miR-92b-3p,CDKN1C
hsa-miR-205-5p,LRP1
hsa-miR-545-3p,LRP1
hsa-miR-200b-3p,WASF3
hsa-miR-101-3p,PTGS2
hsa-miR-17-5p,PKD2
hsa-let-7b-5p,LIN28B
hsa-miR-143-3p,MAPK7
hsa-miR-346,IL18
hsa-miR-105-5p,TLR2
hsa-miR-199b-5p,SET
hsa-miR-223-3p,RHOB
hsa-miR-223-3p,NFIX
hsa-miR-7-5p,SNCA
hsa-miR-9-5p,NFKB1
hsa-miR-155-5p,JARID2
hsa-miR-128-3p,RELN
hsa-miR-128-3p,DCX
hsa-miR-1-3p,PIM1
hsa-miR-196a-5p,HOXB8
hsa-miR-196b-5p,HOXB8
hsa-miR-26a-5p,EZH2
hsa-let-7a-5p,DICER1
hsa-let-7d-5p,DICER1
hsa-miR-183-5p,EZR
hsa-miR-34a-5p,MYCN
hsa-miR-17-5p,PTPRO
hsa-miR-155-5p,ZIC3
hsa-miR-155-5p,HIVEP2
hsa-miR-155-5p,CEBPB
hsa-miR-155-5p,SMAD5
hsa-miR-205-5p,INPPL1
hsa-miR-184,INPPL1
hsa-miR-186-5p,P2RX7
hsa-miR-150-5p,P2RX7
hsa-miR-21-5p,SERPINB5
hsa-miR-21-5p,MTAP
hsa-miR-21-5p,SOX5
hsa-miR-148a-3p,DNMT3B
hsa-miR-126-3p,PIK3R2
hsa-miR-150-5p,MYB
hsa-miR-1-3p,HCN4
hsa-miR-34c-5p,CDK4
hsa-miR-34b-5p,CDK4
hsa-miR-34a-5p,CDK4
hsa-miR-34a-5p,DLL1
hsa-miR-34a-5p,MET
hsa-miR-34b-5p,MET
hsa-miR-34c-5p,MET
hsa-miR-34b-5p,MYC
hsa-miR-34c-5p,MYC
hsa-miR-21-5p,BTG2
hsa-miR-125b-5p,CYP24A1
hsa-miR-34a-5p,MYB
hsa-miR-330-3p,E2F1
hsa-miR-122-5p,RHOA
hsa-miR-143-3p,DNMT3A
hsa-miR-196a-5p,ANXA1
hsa-miR-326,NOTCH1
hsa-miR-223-3p,E2F1
hsa-miR-145-5p,YES1
hsa-miR-221-3p,ICAM1
hsa-miR-15b-5p,RECK
hsa-miR-373-3p,RECK
hsa-miR-302d-3p,TRPS1
hsa-miR-559,MTA1
hsa-miR-383-5p,VEGFA
hsa-miR-125a-5p,VEGFA
hsa-miR-361-5p,VEGFA
hsa-miR-661,MTA1
hsa-miR-20a-5p,VEGFA
hsa-miR-20b-5p,VEGFA
hsa-miR-504-5p,VEGFA
hsa-miR-520h,VEGFA
hsa-miR-145-5p,TMOD3
hsa-miR-372-3p,VEGFA
hsa-miR-302d-3p,KLF13
hsa-miR-106a-5p,VEGFA
hsa-miR-106b-5p,VEGFA
hsa-let-7e-5p,SMC1A
hsa-miR-16-5p,TPPP3
hsa-miR-372-3p,KLF13
hsa-miR-106b-5p,ITCH
hsa-miR-143-3p,KRAS
hsa-miR-221-3p,FOS
hsa-miR-222-3p,FOS
hsa-miR-151a-5p,ARHGDIA
hsa-let-7g-5p,BCL2L1
hsa-let-7c-5p,BCL2L1
hsa-miR-422a,CYP7A1
hsa-miR-422a,CYP8B1
hsa-miR-122-5p,CYP7A1
hsa-miR-34a-5p,NOTCH1
hsa-miR-34a-5p,JAG1
hsa-let-7a-5p,NKIRAS2
hsa-miR-125b-5p,NKIRAS2
hsa-miR-155-5p,FOXO3
hsa-miR-650,ING4
hsa-miR-7-5p,SRSF1
hsa-miR-483-3p,BBC3
hsa-miR-212-3p,PEA15
hsa-miR-221-3p,FOXO3
hsa-miR-222-3p,FOXO3
hsa-miR-101-3p,APP
hsa-miR-148a-3p,RPS6KA5
hsa-miR-184,AKT2
hsa-let-7d-5p,SLC11A2
hsa-miR-34a-5p,VEGFA
hsa-miR-23a-3p,ATAT1
hsa-miR-205-5p,VEGFA
hsa-miR-34b-3p,VEGFA
hsa-miR-302d-3p,VEGFA
hsa-miR-141-3p,STK3
hsa-miR-373-3p,VEGFA
hsa-miR-196a-5p,HOXB7
hsa-miR-7-5p,SLC7A5
hsa-miR-146a-5p,CXCR4
hsa-miR-372-3p,TRPS1
hsa-miR-148a-3p,DNMT1
hsa-miR-21-5p,RASGRP1
hsa-miR-125b-5p,PRDM1
hsa-miR-125b-5p,IRF4
hsa-miR-107,ARNT
hsa-miR-22-3p,TFRC
hsa-miR-33a-5p,NPC1
hsa-miR-33a-5p,ABCA1
hsa-miR-33b-5p,ABCA1
hsa-miR-126-3p,VEGFA
hsa-miR-205-5p,ERBB3
hsa-miR-302a-3p,CDK4
hsa-miR-296-5p,WNK4
hsa-miR-181a-5p,PROX1
hsa-miR-301a-3p,MEOX2
hsa-miR-92a-3p,ESR2
hsa-miR-130a-3p,CSF1
hsa-miR-302b-3p,CCND2
hsa-miR-145-5p,FSCN1
hsa-miR-125b-5p,GRIN2A
hsa-miR-145-5p,DFFA
hsa-miR-204-5p,MEIS2
hsa-miR-23b-5p,PRODH
hsa-miR-133a-3p,FSCN1
hsa-miR-372-3p,NR4A2
hsa-miR-302d-3p,NR4A2
hsa-miR-19a-3p,NR4A2
hsa-miR-302d-3p,ERBB4
hsa-miR-19a-3p,ERBB4
hsa-miR-1-3p,LARP4
hsa-miR-1-3p,TAGLN2
hsa-miR-1-3p,ATP6V1B2
hsa-miR-124-3p,ELK3
hsa-let-7a-5p,AGO4
hsa-miR-31-5p,CASR
hsa-miR-152-3p,DNMT1
hsa-miR-301b-3p,DNMT1
hsa-miR-1-3p,PPP2R5A
hsa-miR-198,CCNT1
hsa-let-7b-5p,IFNB1
hsa-miR-26a-5p,IFNB1
hsa-miR-145-5p,IFNB1
hsa-miR-34a-5p,IFNB1
hsa-miR-27b-3p,MMP13
hsa-let-7b-5p,NR2E1
hsa-miR-125b-5p,BMF
hsa-miR-27b-3p,ST14
hsa-miR-20a-5p,APP
hsa-miR-141-3p,ZFPM2
hsa-miR-200a-3p,ZFPM2
hsa-miR-200b-3p,ZFPM2
hsa-miR-200c-3p,ZFPM2
hsa-miR-429,ZFPM2
hsa-miR-21-5p,RHOB
hsa-miR-204-5p,SNAI2
hsa-miR-205-5p,MED1
hsa-miR-150-5p,EGR2
hsa-miR-29a-3p,COL4A1
hsa-miR-29a-3p,COL4A2
hsa-miR-10b-5p,KLF4
